Transaction_ID,Date_of_Purchase,Customer_ID,Product_Category,Product_Name,Units,Price,Discounts,Returned,Mode_of_Payment,Purchase_Channel
1035,06-04-2021,4,Home,Bed Sheets,2,449.8,17.3,TRUE,UPI,Online
1036,06-04-2021,705,Fashion,Dress,4,191.75,31.88,TRUE,Net Banking,In-store
1037,07-04-2021,508,Fashion,Shoes,2,180.34,25.97,FALSE,Credit Card,Online
1038,08-04-2021,387,Fashion,Shoes,1,168.57,29.01,FALSE,UPI,Online
1039,08-04-2021,467,Toys,Doll,3,145.15,33.17,FALSE,UPI,Online
1040,08-04-2021,946,Electronics,Camera,5,255.32,37.65,TRUE,UPI,In-store
1041,09-04-2021,836,Automotive,Motor Oil,3,292.96,113.16,FALSE,Debit Card,In-store
1042,09-04-2021,321,Fashion,Dress,4,112.7,25.36,TRUE,Net Banking,Online
1043,09-04-2021,744,Toys,Action Figure,2,194.51,95.57,TRUE,Credit Card,Online
1044,09-04-2021,988,Toys,Board Game,1,142.36,37.83,FALSE,Credit Card,In-store
1045,09-04-2021,492,Electronics,Smartphone,3,46.94,7.5,TRUE,Credit Card,Online
1046,10-04-2021,117,Home,Table Lamp,3,275.6,104.29,FALSE,Cash,Online
1047,10-04-2021,182,Electronics,Smartwatch,3,280.47,12.81,TRUE,Credit Card,Online
1048,10-04-2021,23,Books,Biography,2,71.98,10.13,TRUE,Net Banking,In-store
1049,10-04-2021,557,Books,Biography,1,149.77,41.55,TRUE,Net Banking,Online
1050,11-04-2021,167,Fashion,Jeans,2,265.82,91.65,TRUE,UPI,In-store
1051,12-04-2021,940,Toys,Puzzle,4,309.14,100.79,FALSE,Net Banking,In-store
1052,12-04-2021,505,Home,Cookware Set,2,53.93,19.15,FALSE,Debit Card,In-store
1053,13-04-2021,460,Toys,Puzzle,1,381.82,30.48,FALSE,Net Banking,In-store
1054,13-04-2021,592,Home,Cushion Covers,3,108.27,15.51,FALSE,UPI,Online
1055,13-04-2021,19,Toys,Board Game,1,433.53,82.45,FALSE,Debit Card,Online
1056,13-04-2021,479,Books,Children's Book,5,488.45,91.82,TRUE,Debit Card,In-store
1057,14-04-2021,219,Books,Mystery Novel,2,195.7,96.41,FALSE,UPI,In-store
1058,14-04-2021,714,Electronics,Camera,4,370.48,44.89,TRUE,Net Banking,Online
1059,14-04-2021,731,Books,Science Fiction,2,374.43,130.13,TRUE,Cash,In-store
1060,14-04-2021,560,Fashion,Jeans,5,220.36,29.27,FALSE,Debit Card,Online
1061,14-04-2021,59,Books,Biography,5,496.52,83.8,FALSE,Credit Card,In-store
1062,14-04-2021,747,Electronics,Headphones,5,229.43,36.14,FALSE,Cash,Online
1063,14-04-2021,277,Toys,Board Game,5,474.47,133.13,FALSE,Net Banking,In-store
1064,14-04-2021,181,Books,Textbook,2,366.49,0.16,TRUE,Credit Card,In-store
1065,15-04-2021,177,Automotive,Car Seat Cover,3,412.16,20.05,TRUE,Cash,Online
1066,15-04-2021,793,Automotive,Air Freshener,5,214.25,30.89,FALSE,Debit Card,Online
1067,15-04-2021,766,Toys,Doll,5,486.51,235.6,FALSE,Credit Card,In-store
1068,16-04-2021,19,Toys,Doll,4,197.36,63.21,TRUE,Cash,Online
1069,16-04-2021,654,Toys,Action Figure,1,234.97,70.01,TRUE,Debit Card,In-store
1070,16-04-2021,250,Electronics,Smartwatch,4,420.59,87.17,TRUE,UPI,Online
1071,16-04-2021,94,Toys,Doll,3,406.68,25.33,TRUE,UPI,Online
1072,16-04-2021,18,Toys,Action Figure,5,363.24,107.6,TRUE,Cash,In-store
1073,17-04-2021,254,Fashion,T-Shirt,3,20.31,5.63,TRUE,Credit Card,Online
1074,17-04-2021,283,Toys,Remote Control Car,3,120.94,53.27,FALSE,Net Banking,Online
1075,18-04-2021,952,Toys,Board Game,3,205.51,69.02,FALSE,UPI,In-store
1076,18-04-2021,570,Electronics,Smartwatch,5,285.22,95.55,FALSE,Net Banking,In-store
1077,18-04-2021,837,Electronics,Camera,2,244.07,27.94,TRUE,Credit Card,Online
1078,18-04-2021,877,Fashion,Shoes,5,280.51,83,FALSE,Debit Card,In-store
1079,18-04-2021,869,Fashion,Jeans,1,27.52,12.67,TRUE,Cash,Online
1080,18-04-2021,358,Automotive,Air Freshener,4,492.87,23.15,FALSE,Credit Card,In-store
1081,19-04-2021,86,Fashion,Dress,1,145.01,14.41,FALSE,Debit Card,Online
1082,19-04-2021,546,Automotive,Motor Oil,2,477.27,101.39,FALSE,Net Banking,In-store
1083,19-04-2021,139,Books,Biography,5,471.65,76.75,TRUE,Cash,In-store
1084,19-04-2021,59,Automotive,Car Seat Cover,5,35.68,14.64,TRUE,Credit Card,In-store
1085,21-04-2021,949,Automotive,Car Seat Cover,1,131.22,34.73,FALSE,UPI,In-store
1086,21-04-2021,137,Automotive,Air Freshener,1,192.21,49.03,TRUE,Credit Card,In-store
1087,21-04-2021,10,Electronics,Smartwatch,1,75.93,13.24,TRUE,Net Banking,In-store
1088,22-04-2021,116,Books,Textbook,4,429.51,115.26,TRUE,Cash,Online
1089,22-04-2021,661,Automotive,Motor Oil,1,35.72,15.05,TRUE,UPI,Online
1090,22-04-2021,1,Books,Biography,2,190.65,66.3,TRUE,Net Banking,In-store
1091,22-04-2021,143,Automotive,Car Charger,3,248.41,100.45,FALSE,Cash,In-store
1092,22-04-2021,570,Books,Textbook,3,369.05,116.03,TRUE,Debit Card,Online
1093,23-04-2021,185,Automotive,Air Freshener,5,475.65,149.16,FALSE,Net Banking,In-store
1094,23-04-2021,266,Fashion,Jeans,5,480.94,19.98,FALSE,Cash,Online
1095,23-04-2021,56,Toys,Board Game,4,319.1,6.79,TRUE,Debit Card,Online
1096,23-04-2021,830,Home,Cushion Covers,2,261.22,53.71,TRUE,Credit Card,In-store
1097,24-04-2021,842,Fashion,Jeans,4,200.14,63.07,FALSE,Net Banking,Online
1098,24-04-2021,433,Home,Table Lamp,1,348.08,157.28,FALSE,UPI,Online
1099,24-04-2021,87,Fashion,Dress,4,447.86,155.72,FALSE,Cash,Online
1100,24-04-2021,482,Books,Mystery Novel,4,479.21,211.66,TRUE,Cash,Online
1101,24-04-2021,678,Books,Biography,5,75.91,4.47,TRUE,Net Banking,In-store
1102,24-04-2021,910,Books,Science Fiction,1,421.86,106.15,FALSE,UPI,Online
1103,25-04-2021,48,Toys,Puzzle,5,228.01,65.79,FALSE,Cash,In-store
1104,25-04-2021,230,Electronics,Headphones,3,47.38,7.91,FALSE,Credit Card,Online
1105,25-04-2021,282,Automotive,Motor Oil,5,161.31,35.49,TRUE,UPI,Online
1106,25-04-2021,24,Books,Biography,5,268.96,116.62,FALSE,Cash,Online
1107,26-04-2021,581,Toys,Board Game,5,123.77,42.54,FALSE,Credit Card,In-store
1108,26-04-2021,237,Home,Curtains,3,475.35,59.91,TRUE,UPI,In-store
1109,26-04-2021,555,Toys,Action Figure,3,494.25,198.74,TRUE,UPI,Online
1110,26-04-2021,806,Toys,Action Figure,5,440.11,47.69,TRUE,Net Banking,In-store
1111,27-04-2021,187,Electronics,Headphones,4,170.4,38.74,FALSE,UPI,In-store
1112,27-04-2021,625,Fashion,Shoes,4,286.02,127.36,FALSE,Cash,Online
1113,27-04-2021,942,Fashion,T-Shirt,2,269.09,30.78,FALSE,Net Banking,Online
1114,27-04-2021,939,Books,Mystery Novel,3,69.49,8.85,TRUE,Credit Card,In-store
1115,27-04-2021,229,Toys,Action Figure,2,121.63,10.6,TRUE,Cash,In-store
1116,28-04-2021,547,Toys,Remote Control Car,3,452.22,124.38,FALSE,Net Banking,In-store
1117,28-04-2021,636,Home,Bed Sheets,5,473.21,159.63,TRUE,Credit Card,In-store
1118,28-04-2021,867,Automotive,Car Seat Cover,1,98.95,20.46,FALSE,Net Banking,In-store
1119,28-04-2021,797,Toys,Puzzle,2,427.35,39.37,TRUE,UPI,Online
1120,29-04-2021,931,Books,Science Fiction,5,495.12,75.6,TRUE,Cash,Online
1121,29-04-2021,321,Electronics,Laptop,4,437.12,182.45,FALSE,UPI,In-store
1122,29-04-2021,37,Fashion,Dress,4,476.99,5.08,TRUE,Net Banking,In-store
1123,29-04-2021,471,Toys,Board Game,2,459.64,64.23,TRUE,Debit Card,In-store
1124,29-04-2021,858,Fashion,Jeans,5,292.63,72.27,TRUE,Cash,In-store
1125,29-04-2021,852,Home,Table Lamp,3,390.21,187.25,FALSE,Net Banking,In-store
1126,30-04-2021,247,Automotive,Car Seat Cover,5,370.24,61.56,TRUE,Net Banking,In-store
1127,01-05-2021,490,Toys,Doll,2,263.12,93.53,FALSE,Net Banking,Online
1128,01-05-2021,71,Home,Table Lamp,5,38.71,6.92,TRUE,Cash,In-store
1129,02-05-2021,786,Toys,Doll,4,361.16,65.6,FALSE,Credit Card,Online
1130,02-05-2021,591,Fashion,Watch,1,123.44,17.07,TRUE,Cash,In-store
1131,02-05-2021,981,Fashion,Shoes,3,35.54,6.63,FALSE,UPI,In-store
1132,03-05-2021,603,Toys,Action Figure,1,285.72,14.43,FALSE,Cash,In-store
1133,03-05-2021,197,Electronics,Smartphone,5,324.46,63.04,FALSE,Cash,In-store
1134,03-05-2021,158,Automotive,Car Charger,3,411.39,25.3,TRUE,UPI,In-store
1135,03-05-2021,27,Toys,Action Figure,5,146.94,51.37,TRUE,Net Banking,In-store
1136,03-05-2021,237,Books,Science Fiction,1,349.61,77.79,FALSE,Net Banking,Online
1137,03-05-2021,976,Fashion,T-Shirt,2,353.59,153.18,TRUE,Debit Card,Online
1138,03-05-2021,696,Toys,Doll,1,271.56,66.94,TRUE,Cash,In-store
1139,04-05-2021,795,Automotive,Car Seat Cover,4,433.8,141.05,FALSE,UPI,In-store
1140,04-05-2021,663,Books,Textbook,5,433.07,8.07,FALSE,UPI,Online
1141,04-05-2021,860,Home,Table Lamp,2,460.37,144.23,FALSE,Cash,In-store
1142,04-05-2021,23,Fashion,Shoes,3,210.06,46.32,TRUE,UPI,In-store
1143,04-05-2021,299,Toys,Board Game,2,100.53,41.98,TRUE,Net Banking,In-store
1144,04-05-2021,376,Fashion,T-Shirt,5,328.14,30.63,FALSE,Credit Card,Online
1145,05-05-2021,212,Toys,Doll,2,23.4,10.56,TRUE,Credit Card,In-store
1146,05-05-2021,614,Automotive,Motor Oil,4,26.85,9.94,FALSE,Net Banking,Online
1147,06-05-2021,363,Fashion,Shoes,3,147.13,64.99,TRUE,Cash,Online
1148,06-05-2021,394,Home,Bed Sheets,1,146.76,44.74,FALSE,Credit Card,In-store
1149,06-05-2021,855,Home,Bed Sheets,2,482.05,66.58,FALSE,Credit Card,Online
1150,06-05-2021,483,Toys,Remote Control Car,2,414.44,84.18,FALSE,Cash,Online
1151,07-05-2021,518,Toys,Remote Control Car,1,398.62,22.8,TRUE,UPI,In-store
1152,07-05-2021,809,Toys,Puzzle,3,20.15,5.11,FALSE,UPI,Online
1153,07-05-2021,355,Toys,Action Figure,3,336.12,149.95,TRUE,Credit Card,Online
1154,07-05-2021,46,Home,Cookware Set,1,403.26,105.46,TRUE,Credit Card,In-store
1155,08-05-2021,101,Automotive,Air Freshener,3,458.02,84.9,FALSE,Credit Card,Online
1156,08-05-2021,576,Fashion,Dress,3,188.04,5.1,TRUE,UPI,In-store
1157,08-05-2021,648,Fashion,Shoes,2,315.84,45.89,FALSE,Debit Card,Online
1158,08-05-2021,963,Home,Bed Sheets,2,414.76,138.57,TRUE,UPI,In-store
1159,08-05-2021,379,Fashion,Jeans,2,493.82,142.84,TRUE,Net Banking,Online
1160,09-05-2021,642,Books,Mystery Novel,1,465.42,36.76,FALSE,Credit Card,In-store
1161,09-05-2021,132,Automotive,Car Charger,5,383.83,35.13,FALSE,Credit Card,Online
1162,09-05-2021,626,Books,Science Fiction,5,24.12,8.25,TRUE,UPI,In-store
1163,10-05-2021,983,Automotive,Motorcycle Helmet,3,236.07,57.01,TRUE,Credit Card,In-store
1164,10-05-2021,548,Electronics,Laptop,2,320.13,69,FALSE,Net Banking,In-store
1165,10-05-2021,740,Books,Biography,1,36.45,10.05,FALSE,Cash,Online
1166,11-05-2021,673,Fashion,Jeans,5,409.98,188.03,TRUE,Debit Card,In-store
1167,11-05-2021,770,Books,Science Fiction,2,172.14,23.94,TRUE,Cash,In-store
1168,11-05-2021,768,Home,Bed Sheets,1,158.37,37.85,TRUE,Credit Card,Online
1169,11-05-2021,452,Books,Children's Book,3,261.95,8.77,FALSE,Net Banking,Online
1170,12-05-2021,712,Books,Textbook,4,141.48,28.36,TRUE,Debit Card,Online
1171,12-05-2021,68,Fashion,T-Shirt,1,157.7,8.45,FALSE,Cash,Online
1172,12-05-2021,224,Books,Children's Book,2,435.62,77.34,FALSE,Net Banking,In-store
1173,13-05-2021,455,Electronics,Smartwatch,2,269.44,53.62,FALSE,Debit Card,Online
1174,13-05-2021,728,Books,Textbook,2,50.51,0.78,TRUE,Net Banking,Online
1175,13-05-2021,907,Home,Cushion Covers,3,425.29,52.3,TRUE,Credit Card,Online
1176,13-05-2021,799,Fashion,T-Shirt,3,384.62,72.33,TRUE,Credit Card,Online
1177,13-05-2021,995,Toys,Puzzle,2,33.01,15.19,FALSE,Net Banking,In-store
1178,13-05-2021,568,Electronics,Smartphone,4,157.82,76.59,FALSE,Credit Card,In-store
1179,14-05-2021,76,Automotive,Car Charger,4,456.23,143.9,FALSE,Net Banking,In-store
1180,14-05-2021,905,Toys,Puzzle,2,458.52,19.39,TRUE,Debit Card,In-store
1181,15-05-2021,430,Books,Science Fiction,2,191.33,69.03,TRUE,Credit Card,Online
1182,15-05-2021,996,Automotive,Air Freshener,4,141.65,5.23,FALSE,Net Banking,In-store
1183,15-05-2021,228,Home,Bed Sheets,3,487.72,137.34,FALSE,Credit Card,Online
1184,15-05-2021,635,Toys,Action Figure,1,222.01,54.67,FALSE,UPI,Online
1185,16-05-2021,381,Automotive,Motorcycle Helmet,1,204.21,31.19,TRUE,UPI,Online
1186,16-05-2021,560,Automotive,Motor Oil,2,390.31,188.19,FALSE,UPI,Online
1187,16-05-2021,339,Electronics,Smartphone,1,371.24,5.93,TRUE,UPI,Online
1188,16-05-2021,103,Automotive,Motor Oil,4,482.86,20.71,TRUE,Cash,Online
1189,16-05-2021,797,Home,Cookware Set,4,362.64,120.93,FALSE,Debit Card,In-store
1190,16-05-2021,615,Fashion,T-Shirt,3,289.52,68.33,TRUE,Net Banking,In-store
1191,17-05-2021,96,Books,Textbook,4,280.82,7.88,TRUE,Debit Card,Online
1192,17-05-2021,524,Automotive,Car Charger,1,463.98,89.91,FALSE,Cash,Online
1193,17-05-2021,953,Books,Children's Book,1,137.94,28.08,TRUE,Cash,Online
1194,17-05-2021,284,Electronics,Camera,4,173,5.2,FALSE,Debit Card,In-store
1195,17-05-2021,532,Toys,Doll,1,379.22,39.34,TRUE,Debit Card,Online
1196,17-05-2021,563,Books,Children's Book,5,251.37,67.39,TRUE,UPI,Online
1197,17-05-2021,490,Books,Biography,1,94.48,26.13,TRUE,Debit Card,Online
1198,17-05-2021,464,Electronics,Laptop,1,236.35,27.08,TRUE,Credit Card,In-store
1199,17-05-2021,652,Home,Bed Sheets,1,187.88,30.43,TRUE,Net Banking,In-store
1200,18-05-2021,972,Home,Bed Sheets,2,68.04,26.01,TRUE,Cash,In-store
1201,18-05-2021,335,Electronics,Smartwatch,2,295.88,32.86,FALSE,Debit Card,Online
1202,18-05-2021,987,Books,Science Fiction,2,190.36,1.99,FALSE,Debit Card,Online
1203,18-05-2021,184,Home,Curtains,1,89.14,7.18,FALSE,Debit Card,In-store
1204,19-05-2021,602,Home,Cookware Set,3,233.85,35.33,FALSE,UPI,Online
1205,19-05-2021,466,Books,Science Fiction,5,11.21,4.34,TRUE,UPI,In-store
1206,19-05-2021,89,Electronics,Laptop,1,298.89,57.39,FALSE,Net Banking,Online
1207,19-05-2021,565,Automotive,Car Charger,1,261.5,27.55,TRUE,UPI,In-store
1208,19-05-2021,305,Automotive,Car Seat Cover,5,64.72,23.68,FALSE,Debit Card,Online
1209,19-05-2021,218,Electronics,Headphones,4,382.29,77.09,FALSE,Debit Card,Online
1210,20-05-2021,621,Electronics,Laptop,4,451.79,135.49,TRUE,Credit Card,In-store
1211,20-05-2021,697,Books,Biography,4,280.53,78.21,TRUE,Net Banking,In-store
1212,20-05-2021,943,Electronics,Laptop,4,341.69,151.6,TRUE,Net Banking,Online
1213,21-05-2021,50,Toys,Doll,5,294.12,124.13,FALSE,Net Banking,In-store
1214,21-05-2021,809,Fashion,Dress,4,62.69,18.6,TRUE,Cash,In-store
1215,21-05-2021,118,Electronics,Smartphone,5,422.22,126,FALSE,UPI,Online
1216,21-05-2021,753,Automotive,Air Freshener,1,181.92,11.38,FALSE,Cash,In-store
1217,21-05-2021,537,Home,Cookware Set,2,268.98,74.51,FALSE,Net Banking,In-store
1218,21-05-2021,265,Electronics,Laptop,5,133.33,15.58,FALSE,UPI,Online
1219,21-05-2021,667,Electronics,Camera,4,259.03,8.62,TRUE,Debit Card,In-store
1220,22-05-2021,457,Electronics,Headphones,4,237.88,26.91,FALSE,Cash,Online
1221,22-05-2021,776,Automotive,Car Seat Cover,1,372.39,45.25,TRUE,Net Banking,Online
1222,22-05-2021,861,Books,Children's Book,4,250.15,98.68,TRUE,Cash,In-store
1223,22-05-2021,834,Automotive,Air Freshener,5,209.83,100.86,TRUE,Cash,In-store
1224,22-05-2021,237,Books,Children's Book,4,178.05,2.35,TRUE,UPI,Online
1225,22-05-2021,114,Toys,Board Game,5,405.79,195.67,FALSE,Credit Card,In-store
1226,22-05-2021,410,Automotive,Motorcycle Helmet,1,239.38,92.97,FALSE,Net Banking,Online
1227,23-05-2021,297,Electronics,Smartwatch,1,399.25,138.5,FALSE,UPI,Online
1228,23-05-2021,837,Automotive,Air Freshener,1,27.13,1.42,FALSE,Net Banking,Online
1229,23-05-2021,826,Toys,Puzzle,5,287.16,142.64,TRUE,Debit Card,Online
1230,23-05-2021,61,Home,Table Lamp,4,384.85,147.17,FALSE,UPI,Online
1231,23-05-2021,832,Books,Textbook,4,348.14,17.11,FALSE,UPI,In-store
1232,24-05-2021,941,Books,Children's Book,4,164.96,32.32,FALSE,Credit Card,Online
1233,24-05-2021,555,Home,Curtains,3,302.67,90.92,FALSE,Debit Card,Online
1234,25-05-2021,984,Home,Cookware Set,2,223.39,81.96,FALSE,Cash,In-store
1235,25-05-2021,706,Home,Cookware Set,3,255.23,63.02,TRUE,Cash,Online
1236,25-05-2021,35,Electronics,Smartphone,1,212.07,89.34,TRUE,Credit Card,Online
1237,25-05-2021,478,Automotive,Motor Oil,3,395.33,114.15,FALSE,Net Banking,In-store
1238,25-05-2021,255,Toys,Board Game,5,492.53,75.7,FALSE,Net Banking,Online
1239,25-05-2021,413,Fashion,Watch,2,332.03,106.62,TRUE,Net Banking,Online
1240,25-05-2021,448,Home,Table Lamp,5,427.21,81.17,TRUE,Debit Card,In-store
1241,25-05-2021,217,Automotive,Motor Oil,3,207.45,81,FALSE,Debit Card,Online
1242,26-05-2021,828,Electronics,Smartwatch,1,22.38,1.63,TRUE,Debit Card,In-store
1243,26-05-2021,263,Home,Cookware Set,4,365.07,81.16,TRUE,Debit Card,Online
1244,26-05-2021,251,Automotive,Motor Oil,4,494.96,197.18,FALSE,Cash,Online
1245,26-05-2021,974,Electronics,Camera,3,334.18,1.77,FALSE,Net Banking,In-store
1246,26-05-2021,297,Home,Cushion Covers,1,298.92,112.86,FALSE,Net Banking,In-store
1247,26-05-2021,729,Books,Biography,5,472.88,174.89,TRUE,Cash,In-store
1248,27-05-2021,109,Home,Curtains,5,52.39,20.05,FALSE,UPI,In-store
1249,27-05-2021,404,Electronics,Laptop,3,378.61,109.87,TRUE,Net Banking,In-store
1250,27-05-2021,749,Fashion,Jeans,2,138.84,7.1,FALSE,Net Banking,In-store
1251,27-05-2021,638,Toys,Board Game,3,34.52,6.21,TRUE,Cash,In-store
1252,27-05-2021,132,Books,Science Fiction,4,166.07,55.45,FALSE,Net Banking,In-store
1253,27-05-2021,350,Books,Textbook,5,351.08,11.27,TRUE,Debit Card,Online
1254,28-05-2021,839,Automotive,Motor Oil,3,327.09,60.12,TRUE,UPI,Online
1255,29-05-2021,394,Home,Curtains,1,272.11,32.16,FALSE,UPI,Online
1256,29-05-2021,191,Automotive,Motorcycle Helmet,2,248.37,62.42,TRUE,UPI,Online
1257,29-05-2021,186,Books,Science Fiction,2,107.5,7.17,TRUE,Cash,Online
1258,29-05-2021,20,Fashion,Jeans,3,223.21,82.38,FALSE,Net Banking,In-store
1259,29-05-2021,812,Fashion,Shoes,3,52.72,15.02,TRUE,Cash,Online
1260,29-05-2021,507,Home,Table Lamp,4,204.03,97.41,FALSE,UPI,Online
1261,30-05-2021,224,Toys,Remote Control Car,3,39.62,12.63,FALSE,UPI,Online
1262,30-05-2021,196,Automotive,Car Charger,5,494.89,231.14,TRUE,Net Banking,Online
1263,30-05-2021,497,Fashion,Dress,3,74.58,23.67,TRUE,Cash,Online
1264,30-05-2021,343,Toys,Doll,5,231.06,99.03,TRUE,Credit Card,Online
1265,30-05-2021,714,Toys,Remote Control Car,5,263.36,77.64,FALSE,Debit Card,Online
1266,30-05-2021,114,Home,Table Lamp,4,397.36,196.26,FALSE,Cash,Online
1267,31-05-2021,383,Fashion,Watch,5,460.06,137.78,FALSE,Credit Card,Online
1268,31-05-2021,182,Toys,Doll,2,275.95,52.65,FALSE,Net Banking,Online
1269,01-06-2021,201,Fashion,Shoes,5,73.61,34.68,TRUE,Credit Card,Online
1270,01-06-2021,760,Electronics,Smartwatch,1,97.78,3.49,FALSE,Cash,Online
1271,01-06-2021,164,Electronics,Smartwatch,5,467.13,99.01,TRUE,Credit Card,In-store
1272,03-06-2021,247,Toys,Remote Control Car,2,335.54,14.36,FALSE,Credit Card,Online
1273,03-06-2021,264,Automotive,Motorcycle Helmet,1,426.95,124.51,TRUE,Cash,Online
1274,03-06-2021,383,Electronics,Smartwatch,4,497.87,238.92,FALSE,Cash,In-store
1275,03-06-2021,709,Books,Science Fiction,5,263.33,83.13,FALSE,Net Banking,In-store
1276,03-06-2021,46,Books,Textbook,2,78.46,30.99,TRUE,Cash,Online
1277,03-06-2021,827,Fashion,Dress,5,356.02,111.04,FALSE,Cash,In-store
1278,03-06-2021,251,Electronics,Smartwatch,5,457.63,116.8,TRUE,Credit Card,Online
1279,03-06-2021,687,Automotive,Motor Oil,4,389.31,106.42,TRUE,Cash,Online
1280,04-06-2021,376,Fashion,Watch,1,16.41,7.56,FALSE,Credit Card,In-store
1281,04-06-2021,154,Toys,Puzzle,4,73.12,30.71,TRUE,Net Banking,In-store
1282,04-06-2021,778,Automotive,Motor Oil,2,81.59,1.95,FALSE,Cash,In-store
1283,04-06-2021,332,Books,Children's Book,5,314.94,31.77,TRUE,Credit Card,Online
1284,05-06-2021,235,Electronics,Smartphone,3,44.72,5.32,FALSE,Debit Card,Online
1285,05-06-2021,181,Automotive,Motor Oil,4,34.61,4.31,TRUE,UPI,Online
1286,05-06-2021,936,Books,Textbook,5,434.92,178.54,TRUE,Credit Card,In-store
1287,05-06-2021,425,Home,Cushion Covers,4,439.43,207.58,TRUE,Credit Card,Online
1288,05-06-2021,516,Automotive,Motor Oil,4,372.15,158.64,TRUE,Debit Card,In-store
1289,05-06-2021,99,Home,Curtains,2,356.56,156.72,FALSE,Credit Card,Online
1290,05-06-2021,755,Toys,Remote Control Car,3,92.07,2.14,TRUE,UPI,Online
1291,05-06-2021,844,Books,Children's Book,3,229.83,87.43,TRUE,Debit Card,In-store
1292,05-06-2021,441,Electronics,Smartphone,1,137.51,1.99,TRUE,Credit Card,Online
1293,06-06-2021,595,Electronics,Smartwatch,2,322.24,63.54,TRUE,UPI,Online
1294,06-06-2021,50,Electronics,Camera,3,479.12,149.02,FALSE,Credit Card,Online
1295,06-06-2021,211,Toys,Remote Control Car,3,315.48,98.84,FALSE,Credit Card,In-store
1296,08-06-2021,457,Fashion,Dress,4,137,16.94,FALSE,Cash,In-store
1297,08-06-2021,299,Home,Curtains,4,353.36,129.92,FALSE,UPI,In-store
1298,08-06-2021,555,Fashion,T-Shirt,4,410.36,44.39,FALSE,Net Banking,Online
1299,08-06-2021,851,Fashion,Shoes,5,480.63,222,TRUE,Net Banking,In-store
1300,08-06-2021,912,Electronics,Smartwatch,2,10.54,2.34,TRUE,Net Banking,Online
